Title,date,year,time,pandemic,gender,race,race_group,job_cat,job_cat_old,job_cat_broad,job_cat_simplified,job_cat_simplified2,job_cat_simplified3,job_cat_simplified4,author_position,N_authors,individual_position,anon_id
Pub1477,01/05/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,23,13,ID154
Pub4307,01/03/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,7,6,ID154
Pub627,01/02/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,39,38,ID154
Pub7923,28/05/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,50,48,ID154
Pub574,15/04/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,45,ID154
Pub946,01/03/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,36,25,ID154
Pub4406,01/02/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,66,32,ID154
Pub9947,15/09/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,44,ID154
Pub3132,01/05/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,41,ID154
Pub2758,01/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,45,ID154
Pub2549,01/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,44,43,ID154
Pub3142,01/03/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,42,41,ID154
Pub8099,15/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,53,52,ID154
Pub4727,01/03/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,92,34,ID154
Pub5861,01/06/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,42,40,ID154
Pub770,01/06/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,52,50,ID154
Pub3104,14/05/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,51,50,ID154
Pub4587,01/11/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,41,39,ID154
Pub8990,15/11/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,29,28,ID154
Pub9917,01/05/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,49,46,ID154
Pub1180,01/04/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,19,18,ID154
Pub1566,01/04/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,14,ID154
Pub11473,15/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,47,45,ID154
Pub952,15/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,40,38,ID154
Pub2338,01/02/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,NA,9,NA,ID154
Pub4563,01/05/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,47,46,ID154
Pub7941,01/08/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,44,44,ID154
Pub10823,01/06/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,44,ID154
Pub7455,05/06/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,45,ID154
Pub7022,24/07/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,39,37,ID154
Pub8041,01/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,42,36,ID154
Pub8635,01/07/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,83,61,ID154
Pub3051,15/01/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,42,12,ID154
Pub3130,26/08/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,42,ID154
Pub8126,01/09/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,44,ID154
Pub2341,01/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,53,47,ID154
Pub11377,15/02/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,41,39,ID154
Pub3783,15/01/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,42,ID154
Pub3152,01/07/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,41,40,ID154
Pub2139,01/07/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,38,36,ID154
Pub5680,15/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,351,239,ID154
Pub6260,01/01/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,39,38,ID154
Pub370,15/02/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,32,30,ID154
Pub8872,01/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,42,ID154
Pub9252,01/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,44,ID154
Pub1246,01/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,42,ID154
Pub4645,15/09/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,26,21,ID154
Pub3171,01/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,47,46,ID154
Pub4431,28/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,45,ID154
Pub6218,01/11/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,42,28,ID154
Pub4729,01/09/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,116,90,ID154
Pub4758,01/08/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,68,37,ID154
Pub3108,01/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,2,ID154
Pub8407,01/11/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,40,39,ID154
Pub4491,01/09/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,45,ID154
Pub2097,15/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,39,35,ID154
Pub253,01/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,164,144,ID154
Pub6798,01/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,44,ID154
Pub611,15/11/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,44,33,ID154
Pub10882,15/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,42,ID154
Pub4728,01/11/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,122,90,ID154
Pub203,01/04/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,39,24,ID154
Pub8125,01/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,33,31,ID154
Pub3131,01/01/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,40,39,ID154
Pub9505,01/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,37,36,ID154
Pub9998,15/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,99,53,ID154
Pub2319,10/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,48,47,ID154
Pub5099,01/06/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,36,34,ID154
Pub4415,01/01/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,26,ID154
Pub2103,01/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,42,38,ID154
Pub8124,01/10/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,49,48,ID154
Pub5859,06/01/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,40,39,ID154
Pub2539,01/04/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,38,37,ID154
Pub2270,15/04/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,49,48,ID154
Pub10848,01/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,30,25,ID154
Pub3118,01/01/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,42,ID154
Pub6004,01/12/2014,2014,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,16,14,ID154
Pub6142,01/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,41,40,ID154
Pub11443,01/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,36,26,ID154
Pub5327,01/04/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,36,30,ID154
Pub7937,15/08/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,46,44,ID154
Pub5328,10/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,41,9,ID154
Pub6022,01/02/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,50,49,ID154
Pub8869,01/09/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,40,39,ID154
Pub9031,15/08/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,41,ID154
Pub777,15/10/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,47,47,ID154
Pub373,01/04/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,47,46,ID154
Pub503,01/02/2016,2016,2016-2017,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,49,47,ID154
Pub4566,01/08/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,39,36,ID154
Pub5102,01/08/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,44,20,ID154
Pub2012,05/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,199,140,ID154
Pub4490,31/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,44,ID154
Pub853,31/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,36,32,ID154
Pub7875,01/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,48,48,ID154
Pub7929,15/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,43,42,ID154
Pub6447,01/01/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,last,233,233,ID154
Pub3041,01/06/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,40,39,ID154
Pub5801,01/06/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,40,38,ID154
Pub2141,31/03/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,39,37,ID154
Pub771,15/10/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,42,41,ID154
Pub2257,31/01/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,47,46,ID154
Pub8103,07/05/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,45,44,ID154
Pub11091,01/05/2015,2015,2014-2015,not pandemic,male,hispanic,non-white,Professor,Reader / Professor,Tenure,Professor,Professor,Professor,Professor,middle,50,29,ID154
